is_luxury,price,square_footage,num_bathrooms,num_bedrooms,backyard_space,crime_rate,school_rating,age_of_home,distance_to_city_center,employment_rate,property_tax_rate,renovation_quality,local_amenities,transport_access,fireplace,house_color,garage,floors,windows,previous_sale_price
Yes,379489.2465,1331.4,1.392339529,4,554.89,8.65,6,81.42,1.28,98.69,1.82,6.84,8.13,9.87,Yes,Yellow,No,1,18,366021.8892
Yes,559609.2095,1214.53,3.208856043,2,1114.58,37.46,8.47,76.84,16.63,99.36,1.15,8.38,6.52,7.43,No,Yellow,No,1,17,430089.4976
Yes,298685.3339,885.92,2.359795125,3,528.28,38.86,6.68,35.15,25.29,90.66,1.07,6.25,7.29,8.03,Yes,Green,No,1,21,452953.4969
Yes,415963.3615,574.1,2.38636649,3,464.9,28.43,3.13,47.5,7.9,84.86,1.23,0.99,5.33,4.12,No,White,No,2,34,269969.5656
Yes,394713.9116,965.69,2.995738568,4,657.99,55.69,7.95,83.45,13.75,98.09,2.33,4.97,8.89,7.77,No,Green,No,1,9,495897.6888
Yes,316008.5649,1162.05,1,3,342.03,39.65,5.07,17.54,11.56,89.28,1.01,3.99,2.4,4.91,No,Yellow,No,1,15,255680.9145
Yes,293345.2468,696.83,1,3,445.12,32,6.88,19.38,40.73,89.96,0.14,6.35,5.27,8.33,No,Blue,No,1,11,183092.573
Yes,395615.6045,1032.15,2.526880827,3,645.53,64.88,2.31,9.14,36.42,89.81,2.05,6.06,10,4.8,Yes,Red,No,1,10,296477.3664
Yes,347294.6279,1148.9,2.193575294,2,323.78,26.85,5.78,15.06,0.76,97.51,2.15,5.37,3.56,5.68,No,White,Yes,1,19,204490.4702
Yes,356639.1253,691.05,1,5,1185.71,39.52,7.33,21.72,14.61,87.69,0.87,4.76,6.55,5.24,No,White,No,2,12,335460.7798
Yes,651713.0347,550,3.325822755,5,576.66,10.27,8.85,61.5,4.78,95.9,0.82,6.32,2.74,4.05,No,White,No,1,9,412348.2183
Yes,281207.9236,1037.71,1.09209856,4,395.12,26.89,8.24,8.52,34.18,95.86,1.43,3.73,3.78,4.91,No,Yellow,No,1,18,388747.194
Yes,311510.6121,773.75,1.590550172,5,890.83,12.94,9.16,0.01,3.21,95.37,0.94,4.57,7.22,8.69,No,Green,Yes,1,8,347110.7173
Yes,315298.5475,1245.13,3.67430765,3,169.52,57.22,10,61.1,24.2,95.94,2.68,5.4,2.86,2.98,No,Green,No,2,45,247773.101
Yes,655324.1759,1356.47,2.446400298,4,748.5,32.25,8.38,17.03,1.45,93.67,1.54,6.04,8.61,8.25,No,White,No,1,20,622772.8789
Yes,306086.6897,637.7,1.96507603,3,456.05,16.67,5.28,1.98,26.33,89.76,0.97,4.29,1.39,5.68,No,Red,No,1,13,288034.1127
Yes,380060.4449,723.46,2.234002545,3,593.17,53.44,9.73,2.82,26.92,99.9,0.1,7.21,7.97,3.83,No,Green,No,1,16,250062.6634
Yes,545986.41,897.54,4.078440573,5,1032.54,7.54,9.49,38.12,12.48,92.93,1.34,6.82,5.01,5.8,No,Green,Yes,1,9,818819.4606
Yes,439592.108,1828.53,2.939570181,3,495.75,34.54,7.72,37.31,2.44,88.35,1.31,3.56,6.66,5.69,Yes,Yellow,No,1,23,384069.7557
Yes,330678.6526,665.08,2.189400413,3,342.61,24.14,7.08,66.85,6.16,93.21,1.23,4.08,0.77,7.28,No,Green,No,1,8,350880.8964
Yes,313286.8009,1831.8,1.615807178,2,480.02,15.22,5.41,57.58,12.7,87.94,1.36,3.43,4.49,3.4,No,Green,No,1,8,337764.622
Yes,388212.5949,1227.32,2.113495967,3,332.52,33.78,8.49,33.16,9.72,97.71,0.87,6.4,1.01,1.58,No,Red,No,1,13,308975.0067
Yes,404176.0086,1035.96,1.583156367,5,517.48,25.97,8.61,43.08,25.14,96.43,1.2,4.82,8.67,7.2,No,Blue,No,1,8,328138.5727
Yes,713441.2579,1761.86,2.597802573,3,139.96,4.39,9.57,27.3,3.74,90.15,1.02,8.19,10,6.64,Yes,White,No,1,9,662927.3922
Yes,319119.9513,550,3.205732454,4,1016.87,47.79,5.62,97.65,25.45,93.95,0.43,1.97,4.33,0.26,Yes,Green,No,2,44,249312.952
Yes,439796.0716,1004.32,1.224511224,4,760.44,42.14,4.85,16.48,2.72,88.95,1.65,3.27,5.45,4.42,Yes,Green,Yes,1,8,321353.8058
Yes,439467.0557,1176.06,1.486825011,4,509.53,40.06,8.16,3.51,16.47,97.78,1.61,4.9,1.94,2.38,No,Green,Yes,1,14,286103.9684
Yes,403545.9514,651.47,2.292384385,4,514.8,71.64,9.4,4.57,5.9,97.11,1.46,4.43,5.47,7.17,No,Red,No,1,17,301192.8383
Yes,344662.7065,643.1,1.552635809,5,1068.25,28.53,7.97,108.74,15.72,94.39,0.97,3.08,5.95,8.27,No,Red,No,1,16,535156.1293
Yes,353948.1172,1528.58,2.118791517,3,531.36,29.4,8.73,58.07,3.81,93.39,1.02,5.11,8.84,8.1,No,Green,No,1,5,396040.1606
Yes,299748.049,1292.68,2.600825843,3,543.48,32.08,7.28,2.25,7.33,85.69,1.17,5.52,9.76,10,Yes,Yellow,No,2,27,464715.5887
Yes,480231.0677,1996.41,2.46466609,4,470.03,3.51,8.22,44.21,27.26,99.9,1.26,10,7.45,9.92,No,White,Yes,1,10,634778.6772
Yes,597680.795,839.82,2.81015542,5,700.17,3.51,4.61,58.65,34.84,87.49,1.04,5.21,5.87,6.26,No,Yellow,Yes,1,9,369268.597
Yes,370421.234,759.22,2.185390846,2,507.23,0.14,6.66,33.25,26.94,99.9,2.1,4.96,9.05,9.2,No,Red,No,1,26,316481.2214
Yes,373180.0435,1009.88,4.172887365,3,1151.39,53.47,6.14,2.43,10.29,94.88,1.63,6.75,5.33,3.13,No,Green,No,1,18,238363.5957
Yes,692732.5812,1615.39,2.753904538,4,457.9,49.62,4.86,33.53,12.25,90.09,1.67,3.8,6.46,2.44,No,Blue,Yes,1,10,512972.4269
Yes,336680.312,1319.82,2.760656615,3,492.75,21.5,10,37.36,18.76,99.9,1.41,7.96,10,10,No,Green,Yes,1,12,609171.4957
Yes,346494.6724,550,1.051710353,5,222.26,64.69,7.32,49.18,17.88,92.13,2.02,1.25,8.84,5.62,Yes,Green,No,1,7,230585.9273
Yes,658461.7223,1745.5,2.63114918,4,140.84,23.53,9.52,33.1,12.77,97.36,1.54,8.24,9.75,6.28,No,Red,No,1,12,472545.0982
Yes,423572.605,1542.55,1.487850444,4,278.23,18.91,7.61,41.62,3.32,94.86,1.28,5.22,8.89,6.18,No,Blue,No,1,10,584656.2107
Yes,342150.0252,1666.6,2.95049827,3,601.89,19.93,7.14,84.8,10.68,93.24,1.52,5.01,4.44,5.85,No,Blue,No,1,16,462356.9435
Yes,369965.2966,2612.94,1.758716568,3,71.85,9.22,10,38.67,3.73,99.78,1.64,7.87,3.23,6.19,No,White,Yes,1,14,696854.7321
Yes,544722.7857,1396.01,2.963864091,5,554.38,67.25,7.96,57.78,8.35,95.91,1.45,7.2,2.38,4.33,No,Red,No,2,23,494610.9598
Yes,378654.5405,1361.24,2.250366564,2,822.86,32.17,8.45,54.73,5.36,95.77,1.12,6.42,6.25,6.38,No,Blue,Yes,2,39,247778.8189
Yes,354961.7707,2170.18,1.033155438,2,223.46,4.33,8.43,50.89,3.51,89.62,0.3,4.58,6.33,4.67,No,Blue,No,1,18,388460.3769
Yes,454508.5205,1663.62,4.052856868,3,381.97,47.81,6.66,118.65,28.11,91.33,2.33,8.03,3.83,5.26,Yes,White,No,1,12,438017.921
Yes,441797.6611,1144.82,3.092493176,3,273.57,27.22,9.33,70.92,8.66,97.42,1.33,5.21,8.97,7.04,No,Blue,No,1,6,495872.6611
Yes,402903.701,1530.65,1,3,279.94,28.18,8.58,0.76,11.45,89.54,0.76,3.47,10,10,No,Yellow,No,1,12,293173.5014
Yes,395737.0034,1679.48,1.808388196,2,257.07,65.43,7.31,27.07,5.64,89.85,1.7,5.44,4.77,8.86,No,White,No,2,48,250082.6755
Yes,373653.4927,959.09,4.470381291,3,476.4,36.75,5.63,51.7,53.55,87.38,1.92,6.29,8.51,7.2,No,White,Yes,1,13,356448.481
Yes,553218.0459,1555.16,3.00057019,3,294.43,44.82,4.56,44.85,29.79,85.46,0.79,4.43,7.78,5.88,No,Green,No,1,8,370346.1879
Yes,792692.2739,1433.84,3.665175518,4,96.84,27.17,8.15,48.04,2.3,86.1,0.79,6.9,10,6.76,No,Green,No,1,21,513025.8891
Yes,397948.0494,1488.9,2.141028798,4,734.17,49.2,7.69,21.5,9.96,91.53,1.52,6.75,2.4,4.86,No,Yellow,No,1,16,479639.0619
Yes,382106.8186,1003.86,1.2513914290000001,5,507.85,29.61,6.85,9.36,10.88,95.67,2.07,3.16,10,6.22,No,Yellow,No,1,10,254903.3722
Yes,302507.2463,1417.36,2.156583472,2,391.11,30.53,6.14,39.82,9.05,95.8,1.68,4.88,5.51,6.42,No,Red,Yes,1,5,240467.6221
Yes,411235.6714,2186.44,2.98963516,2,626.15,47.12,7.3,46.46,5.55,99.08,1.98,8.59,7.45,4.88,No,White,No,2,12,492653.7133
Yes,354911.9709,634.61,1.558218369,5,286.52,44.41,7.07,8.78,24.48,84.27,1.53,4.49,7.22,5.59,No,Yellow,Yes,2,28,240649.4869
Yes,279788.7275,1124.58,2.424165332,3,98.5,38.28,8.88,95.29,12.42,89.55,2.62,6.55,6.6,7.2,No,Blue,No,1,14,288605.9177
Yes,438846.4077,733.82,2.977502516,3,440.05,32.07,5.8,104.19,0.89,84.79,1.6,4.6,1.08,2.08,No,Yellow,No,1,11,460347.5865
Yes,411627.6809,1003.5,2.233837665,3,382.44,62.58,8.32,30.42,9.59,93.56,1.01,5.95,4.04,5.27,No,Green,No,1,7,285407.6512
Yes,362926.5998,1128.99,2.470981032,2,1206.43,54.51,5.74,53.32,1.18,93.7,1.39,5.52,10,6.46,No,Red,Yes,1,13,255336.9093
Yes,306626.4858,974.69,2.226455178,4,1009.17,47.28,7.31,13.49,5.82,95.35,1.48,7.57,10,10,Yes,White,No,1,23,308145.3169
Yes,403733.5564,1115.12,1.676391325,4,356.96,22.86,6.2,34.46,46.51,89.86,1.97,3.78,5.8,6.79,Yes,Red,No,1,21,322155.7785
Yes,469757.2951,559.96,2.534844934,3,298.95,54.76,7.38,14.72,13.59,97.11,1.2,7.76,7.81,4.63,Yes,Yellow,No,1,8,396943.8143
Yes,286895.6791,774.1,2.465262497,4,280.19,35.74,7.35,36.78,13.44,91.09,1.86,7.27,8.52,4.63,No,White,No,1,6,255662.1158
Yes,320403.0603,915.16,3.496440954,2,190.94,42.14,6.91,55.82,47.98,93.39,1.23,3.88,4.53,8.08,No,Green,No,1,19,197961.5921
Yes,520671.8883,1587.13,1,3,947.19,32.86,7.61,3.49,0.56,98.97,1.82,7.67,4.98,8.14,No,Yellow,Yes,1,16,569669.9328
Yes,395108.6609,1808.71,5.533968579,1,604.75,20.24,9.5,43.87,5.86,88.91,1.81,7.24,4.69,6.45,No,Red,No,1,11,440594.7677
Yes,366361.8071,1515.07,1.5055028,3,949.39,57.27,6.19,64.97,6,96.8,1.78,4.64,5.64,4.95,Yes,Red,No,1,17,262207.9614
Yes,438969.2377,758.96,1,3,241.79,11.55,7.46,71.17,15.55,90.36,1.26,5.6,5.4,5.16,No,White,Yes,1,24,291749.467
Yes,381219.9857,1638.91,1.47430386,4,831.23,9.47,7.55,69.93,17.6,99.9,0.91,4.46,6.61,5.31,No,Blue,No,1,12,415917.9034
Yes,339091.8612,1156.34,2.073778712,2,750.87,52.07,6.14,91.68,32.15,99.9,1.61,3.49,8.73,6.72,No,Yellow,No,1,13,256482.6683
Yes,511810.7553,1024.76,2.666020882,2,362.38,48.71,7.54,10.27,17.86,99.9,1.4,10,6.09,9.3,No,Yellow,No,1,9,409811.0464
Yes,430310.8257,896.81,2.806979293,4,501.62,50.41,8.49,36.43,25.7,83.91,1.14,3.55,3.82,5.61,No,Blue,Yes,1,21,375487.8369
Yes,332189.1019,1179.79,1.753050677,3,701.7,33.95,8.67,66.06,1.61,99.73,1.18,7.78,7.88,9.04,No,Blue,Yes,1,19,437240.1396
Yes,324845.1451,550,1.911317526,3,333.86,43.69,5.56,60,2.22,99.9,1.48,3.37,6.39,8.43,No,White,Yes,1,13,282402.8688
Yes,298393.5383,1389.32,1.932042881,4,418.03,22.56,10,43.46,5.71,98.55,1.84,5.09,4.98,8.19,No,Blue,Yes,1,6,419519.2068
Yes,332446.69,852.64,1.938745922,5,428.46,24.87,9.93,15.62,4.32,98.23,1.52,4.7,8.69,7.89,No,Green,No,2,52,409590.6878
Yes,353589.8626,808.5,1.911503205,3,130.41,30.98,7.27,63.87,19.49,92.23,2.28,8.12,5.17,6.05,Yes,White,No,2,38,270284.0126
Yes,292366.4056,1469.8,3.000279792,2,516.4,29.53,9.25,25.07,23.8,99.9,1.06,9.02,7.47,8.18,No,Red,No,2,20,384927.697
Yes,516799.3191,1866.75,4.206168344,3,298.67,16.52,8.15,17.97,2.07,92.63,1.33,8.57,3.04,6.58,No,Yellow,No,1,17,533741.489
Yes,323691.9893,1594.27,2.683619586,2,616.64,35.59,7.72,55.03,24.36,87.72,1.68,5.52,8.85,7.82,No,Yellow,No,2,27,239061.7804
Yes,586725.5921,1237.01,4.135385948,3,395.55,33.33,10,43.39,1.83,87.04,1.07,8.26,6.04,4.65,No,Blue,Yes,1,9,488659.2802
Yes,709042.0325,1843.76,2.222274061,3,378.68,23.49,8.3,42.5,6.34,91.78,0.36,7.96,9.97,6.98,No,Blue,Yes,1,13,550827.9241
Yes,311117.3515,550,1.821488716,4,1075.76,11.65,9.67,30.91,5.49,96.61,0.98,6.06,4.64,7.2,No,Red,Yes,1,13,255853.9639
Yes,523767.7046,1489.93,3.176080445,4,862.07,24.76,9.13,17.03,4.43,99.9,1.39,8.4,6.56,6.64,No,Yellow,Yes,1,11,538930.9587
Yes,524675.272,986.95,2.346253509,4,630.8,29.99,6.45,20.19,10,93.7,1.03,4.67,8.83,7.6,No,Green,No,1,11,772710.1675
Yes,288967.6594,550,1.463550028,3,186.01,10.85,6.67,26.84,5.33,97.8,1.46,6.01,6.14,6.31,No,Blue,No,1,15,266364.5866
Yes,472522.4074,1664.02,2.690597455,2,447.75,10.45,6.93,20.57,16.33,99.9,1.91,3.88,5.56,3.06,No,Blue,Yes,2,28,312365.9291
Yes,294636.4247,1101.3,1.875546668,2,224.69,12.71,6.04,26.64,28.46,92.66,1.11,3.48,8.41,5.66,Yes,Yellow,No,1,15,200236.3949
Yes,459853.5182,1287.48,2.631835288,3,517.81,28.34,5.86,80.89,22.77,95.98,1.85,6.93,7.99,10,No,Blue,No,2,43,378905.4629
Yes,402197.8271,1282.32,1.975623109,4,752.49,30.3,7.64,40.62,9.55,93.85,1.23,6.27,10,4.46,Yes,Red,No,1,5,374208.9413
Yes,366239.7416,1798.59,1.47975024,3,435.48,27.94,9.22,10.45,19.22,94.94,0.84,2.84,8.4,7.85,No,Green,No,1,15,223961.103
Yes,303706.2523,641.56,1.938466263,4,227.82,39.7,9.21,4.72,29.81,98.2,2.37,4.46,4.97,5.69,No,White,No,1,20,221623.5262
Yes,767631.1509,619.77,5.158625711,4,626.35,15.18,6.56,48.04,12.46,89,1.14,6.9,5.36,4.89,No,Blue,No,1,4,876964.4738
Yes,348788.7039,1245.36,1,4,727.46,48.94,8.16,33.55,19.67,99.9,1.86,3.69,6.36,3.65,No,Yellow,No,1,18,358004.9016
Yes,429335.8056,684.72,1.271397969,4,783.95,49.92,7.01,14.47,14.25,88.53,0.87,4.64,3.95,10,Yes,Red,Yes,1,22,461293.6931
Yes,680895.799,991.7,3.291201775,4,910.49,24.8,7.58,27.35,22.33,97.4,1.03,3.9,0.4,0.55,Yes,Green,No,2,6,611490.085
Yes,293738.7038,1389.66,1.626393405,4,616.35,17.23,9.36,18.98,11.68,99.9,0.65,6.85,3.01,7.53,No,Red,No,1,9,245298.6109
Yes,374302.8931,839.76,1.026853842,4,138.49,47.83,8.98,6.82,8.14,91.74,1.64,6.95,10,5.18,No,White,No,1,22,210391.3352
Yes,557414.8766,1619.25,3.698881856,3,487.47,35.75,9.12,32.41,14.57,91.39,1.3,7.04,10,10,Yes,Red,No,1,18,793145.9002
Yes,461501.3745,1153.56,3.062199303,4,382.87,53.58,6.01,42.73,7.91,94.58,1.56,4.85,4.26,1.88,No,Red,Yes,1,12,266916.1598
Yes,382919.7319,1041.4,3.181325045,3,54.97,80.06,7.51,67.24,36.56,99.9,0.81,3.43,6.2,7.48,No,Yellow,No,2,28,252309.1071
Yes,376807.9552,1163.32,3.102700769,3,366.04,12.24,5.83,36.19,3.71,99.9,1.24,3.5,2.33,3.85,No,Red,Yes,2,38,256293.3832
Yes,504313.189,1597.54,2.996134084,3,690.35,37.72,10,19.33,12.2,88.55,1.87,7.41,6.26,7.55,Yes,Blue,No,1,18,508475.4492
Yes,478765.379,1029.78,2.484251175,4,344.32,5.79,7.96,59.03,8.89,89.6,2.16,6.94,10,7.14,Yes,Yellow,No,1,8,319425.6758
Yes,649144.8176,2173.66,4.245092459,3,713.77,12.95,6.8,73.17,13.58,99.9,1.31,10,8.91,7.59,No,White,No,1,23,597803.1979
Yes,281220.2829,797.88,2.99523134,2,718.12,72.84,5.29,74.97,16.2,86.42,1.78,3.48,8.36,5.93,No,Green,No,2,44,292456.0706
Yes,295674.2272,692.1,3.943595006,3,572.25,86.14,3.32,50.39,1.77,94.17,0.67,2.15,5.92,6.17,No,Yellow,No,1,25,503698.3513
Yes,387011.2144,1262.8,2.361664394,2,501.86,9.49,7.64,30.81,3.55,94.82,1.38,3.36,8.46,7.07,No,Red,No,1,1,304974.5847
Yes,362917.3377,1676.03,1.6756997,5,663.92,35.43,8,76,20.49,93.3,2.01,6.73,7.21,8.94,Yes,White,No,1,9,484611.1899
Yes,345892.9122,1138.59,2.868346219,3,699.57,32.34,5.35,39.02,19.99,98.06,1.51,4.89,4.03,5.48,No,Red,Yes,1,18,360542.4726
Yes,440072.279,1538.84,2.39565951,3,554.16,52.81,10,23.11,11.64,87.95,1.54,6.71,6.18,6.72,No,Red,No,1,14,598704.6675
Yes,299649.7369,1001.99,2.596862494,2,14.7,16.42,6.2,1.51,14.1,93.17,1.3,5.54,10,10,No,Blue,No,1,8,490872.4931
Yes,415189.7194,550,2.8685697,5,531.24,51.66,8.91,54.05,22.17,94.94,0.58,5.36,7.41,8.08,No,Blue,No,1,29,343737.6416
Yes,413490.4371,1368,3.13882798,5,398.5,5.35,5.94,35.91,7.37,89.11,1.6,5.86,6.17,9.85,Yes,Blue,No,1,18,564757.5048
Yes,306977.1266,835.35,1.749148388,3,482.54,24.87,7.27,14.98,12.57,99.9,1.68,4.25,9.02,8.49,No,Blue,Yes,1,15,196380.2251
Yes,365160.8737,1705.01,2.31375477,2,514.98,19.13,4.34,59.96,22.22,87.01,1,6.16,6.7,5.35,No,Yellow,No,1,14,434479.0184
Yes,504189.9766,1175.77,5.344262165,3,223.27,14.9,9.43,66.36,12.12,94.8,2.08,8.2,2.82,5.89,No,Blue,Yes,1,18,512290.5948
Yes,336400.2977,1064.72,3.089683464,4,444.14,54.88,6.74,9.04,37.17,99.9,1.65,4.96,3.33,4.94,Yes,Blue,Yes,1,11,365824.4329
Yes,382471.2411,1181.63,1.41559203,4,512.76,59.36,5.35,42.98,0.06,91.87,1.99,4.26,5.01,6.73,No,Blue,Yes,1,13,284510.0905
Yes,284888.1118,1136.32,1.375598264,4,379.05,46.79,10,26.16,9.91,99.5,1.44,4.46,6.75,9.17,No,Yellow,No,1,12,392510.6525
Yes,469350.6521,1539.71,5.029666923,4,582.13,50.09,7.63,1.2,28.41,99.9,2.1,8.29,8.27,7.55,No,Yellow,Yes,1,16,796232.0828
Yes,407186.8924,1519.25,1,3,502.67,45.85,6.9,75.78,12.03,95.02,0.65,5.5,3.27,4.12,No,Yellow,Yes,1,14,385218.3513
Yes,348780.2029,1465.72,1.344945866,3,310.21,18.56,7.39,9.88,15.79,99.13,1.31,9.01,10,9.08,No,Red,No,1,19,457400.8199
Yes,374053.7945,1098.27,2.888874501,2,1168.45,2.53,5.62,71.17,2.44,92.33,1.19,5.65,7.65,8.12,No,White,No,1,14,287908.4525
Yes,403526.8027,1183.73,4.311710828,2,458.72,44.62,5.96,67.29,4.28,94.9,1.86,7.53,3.82,4.67,No,White,Yes,1,20,303367.6989
Yes,311145.2758,1083.25,2.843668219,4,134.26,17.57,10,13.14,0.87,88.76,1.1,6.25,10,7.02,No,Blue,Yes,2,35,276948.678
Yes,454143.3559,1686.26,2.545749249,3,631.84,24.09,7.37,18.49,4.16,89.98,1.84,5.09,10,10,Yes,Red,No,1,10,371212.8715
Yes,489551.5899,1980.79,3.440688952,3,880.1,20.51,8.36,5.58,7.72,99.9,1.25,8.78,9.79,10,Yes,Blue,Yes,2,51,595335.3288
Yes,348619.8053,1681.69,1.971240382,3,615.04,7.9,8.48,29.35,5.82,91.88,1.58,8.87,2.12,7.16,No,Green,Yes,1,-3,567828.5916
Yes,339933.3714,838.11,4.379021126,2,599.05,5.5,10,83.72,2.03,93.94,0.84,6.62,7.79,3.71,Yes,White,No,2,26,438612.6875
Yes,345373.5712,550,1.942805946,5,951.96,13.52,9.61,69.83,15.6,92.67,1.27,8.92,9.57,9.95,Yes,Green,No,2,17,325010.2062
Yes,521954.8921,581.94,2.712990858,4,518.23,31.61,8.64,34.84,17.26,99.62,1.86,6.67,4.71,2.59,Yes,Red,Yes,1,10,486696.6709
Yes,436153.2994,1035.55,1.944969623,6,187.9,74.41,10,57.28,15.3,93.69,1.32,4.12,1.54,6.17,No,Blue,No,1,3,311799.2526
Yes,679963.9132,1736.87,3.440438922,4,422.22,41.8,9.81,17.09,25.81,94.28,0.66,7.24,8.83,7.87,No,Green,No,1,-1,516534.8996
Yes,384186.1217,1740.6,2.780128646,5,980.41,15.37,8.54,59.65,2.02,93.33,1.23,8.38,10,10,No,Green,No,1,12,910172.9612
Yes,316375.6638,713.02,1,3,873.93,35.1,4.02,4.17,3.76,95.13,1.45,4.95,8.9,7.34,Yes,Red,No,1,23,182034.9673
Yes,596790.302,1636.47,3.531130631,3,307.5,46.34,6.58,59.31,7.49,95.8,0.85,3.74,3.69,5.17,No,Red,No,1,12,829576.0237
Yes,455430.4253,1357.84,1.318678599,3,784.37,47.18,6.53,4.97,19.04,96.29,2.6,7.54,6.53,3.67,No,White,No,1,24,464977.7208
Yes,491887.0762,1811.08,2.098724758,5,856.26,57.76,10,19.48,18.66,97.4,0.87,7.12,6.17,7.37,No,Blue,No,1,6,655635.0956
Yes,668529.4837,1135.69,3.390717946,4,676.14,13.03,10,5.58,2.63,95.35,1.49,9.54,7.03,6.46,No,Red,No,1,9,515792.974
Yes,410850.8706,1999.12,1.667224541,2,460.22,65.74,5.03,11.6,28.31,96,1.88,4.39,6.03,4.94,No,Yellow,No,1,25,500286.6337
Yes,463176.9846,1610.19,3.407147807,3,1107.22,46.55,7.74,61.03,15.19,91.51,0.67,3.69,3.17,0.52,No,Blue,Yes,1,8,336523.2209
Yes,467961.8684,565.46,2.443164133,5,207.62,30.3,8.15,96.94,2.29,99.9,1.2,7.78,6.09,5.71,No,Blue,No,1,16,786386.1217
Yes,351117.6189,1113.09,1.384054153,3,857.27,6.19,8.07,30.43,9,91.8,1.75,5.81,10,10,No,Green,No,2,27,338082.4175
Yes,279679.0263,1214.95,2.46267009,2,140.66,32.71,5.85,114.49,20.69,88.7,1.41,3.33,3.36,5.43,No,Red,No,1,19,395288.9434
Yes,420255.3959,613.33,2.989469818,4,970.35,21.63,7.67,106.31,6.59,94.72,1.51,9.3,5.4,4.07,No,White,No,1,10,351520.3975
Yes,287178.9815,1213.2,5.163795942,3,107.47,20.09,10,102.07,5.07,99.9,1.35,6.99,0.84,3.03,No,Red,No,1,11,325960.1777
Yes,583770.1028,1794.21,4.268789309,4,849.84,25.36,9.79,36.14,5.69,95.15,0.68,6.59,5.88,3.37,Yes,Blue,No,1,11,638723.1436
Yes,419228.1018,736.06,1.924533119,4,643.32,38.98,8.98,99.69,1.62,94.83,0.9,5.86,4.36,5.75,Yes,Red,No,1,15,346984.9722
Yes,931377.1891,1423.57,3.7360299,6,249.96,21.33,8.87,54.89,11.77,94.53,1.39,9.68,4.03,5.7,Yes,Red,No,1,15,959159.7878
Yes,346404.9159,1309.44,3.732471763,3,898.41,8.15,7.36,116.31,31.67,89.49,0.99,4.63,6.67,4.34,No,Red,No,1,6,344268.6985
Yes,345571.5265,777.23,1.452926423,3,355.11,18.41,6.17,49.64,0.74,99.9,1.24,5.21,9.24,4.93,No,Blue,Yes,2,36,237423.5586
Yes,519792.0075,1135.54,3.087382205,2,357.32,23.57,10,3.23,10.2,95.04,1.72,7.46,10,8.41,No,Red,No,1,10,365332.0548
Yes,389898.0003,917.99,1,4,151.87,80.23,3.99,12.68,21.99,96.63,1.89,5.25,4.46,5.77,No,White,Yes,1,17,305963.3446
Yes,301123.5065,1295.36,1.415277879,2,46.4,44.02,4.39,106.99,16.08,96.13,1.65,4.92,4.04,5.42,Yes,White,Yes,2,22,295860.602
Yes,600264.5963,2020.96,3.277315535,4,231.48,38.15,8.41,65.23,12.01,93.76,1.34,6.52,5.97,7.47,No,Blue,No,1,18,651688.5438
Yes,340564.4614,550,3.704782277,3,223.2,63.46,7.31,11.13,6.11,99.9,1.38,6.23,3.76,5.9,No,Blue,No,1,14,342054.8606
Yes,383724.1186,1166.38,3.239547258,3,832.25,45.36,10,41.2,2.96,91.24,1.55,3.1,8.79,2.5,No,White,No,1,20,333860.0217
Yes,426827.1371,1491.29,1.779273074,2,357.3,34.76,7.03,99.75,37.53,99.9,1.56,6.78,9.1,5.82,No,Yellow,No,1,9,425833.8266
Yes,610665.3734,1488.74,2.741183133,3,497.92,13.92,8.4,63.85,25.21,89.66,1.51,5.88,8.02,6.21,No,Blue,Yes,1,21,593371.5316
Yes,406167.87,897.39,3.063063247,3,866.78,67.91,4.58,29.1,9.05,94.3,1.73,3.57,1.23,5.02,No,Red,Yes,1,11,273233.5507
Yes,307135.0187,1928.68,2.366514313,3,301.85,22.35,8.03,57.05,19.88,99.9,0.93,6.93,10,7.86,No,Yellow,No,2,17,439322.9316
Yes,453381.6964,1649.83,2.09443974,3,709.08,27.17,9.57,5.21,9.93,99.74,1.46,5.48,4.36,9.15,No,Green,No,1,12,456591.1292
Yes,301378.5948,1115.75,2.317665663,2,381.71,39.5,5.37,40.24,8.35,91.07,1.23,4.88,6.98,8.32,Yes,Blue,Yes,2,20,150448.0183
Yes,507865.0294,1318.75,4.615556129,3,1087.95,10.35,7.8,80.64,23.86,93.67,1.53,4.25,9.3,8.66,No,Green,No,1,10,527541.4538
Yes,294283.1239,1095.18,2.412933188,3,97.17,15.18,8.76,16.52,11.71,98.12,1.33,8.85,4.44,5.95,No,Red,Yes,1,11,226067.1732
Yes,297256.5871,1047.06,1,3,621.55,23.45,6.44,61.2,35.56,99.9,1.36,4.85,7.13,4.26,No,White,Yes,2,29,178808.4069
Yes,340383.2043,1446.91,4.076681514,2,259.84,16.16,6.3,40.89,2.57,92.82,0.73,5.94,7.5,8.17,Yes,Red,Yes,1,15,386291.2836
Yes,551473.0718,1486.4,3.456311084,3,814.49,15.71,8.75,67.42,30.48,97.5,2.44,3.07,6.07,6.27,Yes,Red,No,1,11,452140.432
Yes,398329.3149,1119.09,1,3,525.71,5.43,10,56.01,24.92,95.73,1.69,6.47,8.43,4.65,Yes,White,No,2,28,334538.5261
Yes,296999.248,667.3,1.898717562,3,671.66,29.01,2.71,118.18,9.62,95.57,1.62,2.13,6.47,5.46,Yes,Blue,No,2,28,240233.7596
